epochs,train loss,train acc,val loss,val acc,time(s)
0,0.08801957751715564,0.047224385359884304,0.06664437322566906,0.16432291666666668,256.8104910850525
1,0.050106091279980336,0.33885860496161974,0.030022408828760186,0.609375,256.00697207450867
2,0.02464149997760568,0.6550228056513516,0.014349678670987487,0.8,256.57396149635315
3,0.014262158663615805,0.7923573256202024,0.009311171904361497,0.8606770833333334,257.64509415626526
4,0.009616071787462946,0.8565190788741796,0.007525465870276094,0.8809895833333333,256.9938814640045
5,0.007050102399031171,0.8925353209478252,0.006343296104265998,0.9,257.3135461807251
6,0.005548496481036567,0.9153687840694181,0.005645878079424922,0.9046875,259.87004923820496
7,0.00435655162675831,0.9327511402825676,0.00523709908593446,0.91484375,258.35160636901855
8,0.0035518171761584026,0.9454054956057404,0.005004145288451885,0.9138020833333333,257.58928775787354
9,0.002937811776180894,0.9566414506619201,0.004857917845947668,0.9169270833333333,257.3573317527771
10,0.002430774311894887,0.9628434753587718,0.004688448288167516,0.9213541666666667,257.851359128952
11,0.00206627271580844,0.9695461119145622,0.0046677731113353126,0.9221354166666667,259.23965191841125
12,0.0017507473107446837,0.9741350539548337,0.004411744229340305,0.9260416666666667,258.3742654323578
13,0.0015032876441241742,0.9778618311269329,0.00435792666200238,0.9255208333333333,258.33202743530273
14,0.001350075805605134,0.979308043163867,0.004365848910917218,0.9229166666666667,257.9297230243683
15,0.0011629436458509164,0.9830070085660252,0.004510290186347751,0.9270833333333334,271.9300231933594
16,0.0009777217136549066,0.9862609856491267,0.004383149568457157,0.9265625,257.96587896347046
17,0.0008522144949590189,0.9884303037045278,0.004366185249333891,0.9265625,257.3287732601166
18,0.0007299876047706731,0.9904049393703416,0.004366463905898854,0.9322916666666666,257.6719195842743
19,0.0006714011828195138,0.9907943041495161,0.004269340822550778,0.9322916666666666,257.8810336589813
20,0.0006421931663351746,0.9913227277783958,0.004210153706177759,0.93359375,258.53053188323975
21,0.0005632502045556994,0.9924630103459784,0.0042734895008228095,0.9317708333333333,257.88977885246277
22,0.0005392361001464556,0.9926020691956836,0.004106153943575918,0.93203125,257.45571637153625
23,0.0004337309282317605,0.9941039047724998,0.004197518428554758,0.93359375,258.4171154499054
24,0.0004444789383442307,0.9936867282233841,0.004249343214905821,0.9348958333333334,258.33358240127563
25,0.00037522335962706006,0.9948826343308488,0.004276253253920004,0.9330729166666667,258.27850127220154
26,0.000360250215636978,0.9954110579597285,0.004152418966987171,0.9348958333333334,258.3791949748993
27,0.0003468617137569372,0.994993881410613,0.004345996787985011,0.9309895833333334,258.84343791007996
28,0.00032735181288475195,0.9953832461897875,0.00411886625806801,0.9341145833333333,257.5518443584442
29,0.00030105767001491467,0.99571698742908,0.004092354302216942,0.9390625,257.7953817844391
30,0.00027725699598367295,0.9959116698186673,0.004216301902973404,0.93359375,257.93920397758484
31,0.00026426482462095334,0.9962732228279008,0.004087020156293875,0.9395833333333333,257.3561201095581
32,0.0002432788419309311,0.9964957169874291,0.003992325276097593,0.9401041666666666,257.1191062927246
33,0.00023605495710129996,0.9966625876070753,0.004284239715586106,0.9361979166666666,258.1054356098175
34,0.00021108874346173422,0.9968294582267215,0.0041486771129712,0.9372395833333333,257.72651267051697
35,0.00020002624168941274,0.997107575926132,0.004361176374368369,0.9333333333333333,257.6343717575073
36,0.00019033792570510182,0.997135387696073,0.004203525237971917,0.9377604166666667,257.8641700744629
37,0.00016693640146489463,0.9974413171654244,0.004136345417646225,0.93671875,257.6705000400543
38,0.00014365532074458477,0.9976916230948938,0.004023186595198543,0.93984375,258.2629768848419
39,0.0001629035749173461,0.9973856936255423,0.0043056407598972635,0.9361979166666666,258.7912268638611
