epochs,train loss,train acc,val loss,val acc,time(s)
0,0.09977300279277598,0.0032261653131605296,0.09610705201824506,0.008333333333333333,147.71652150154114
1,0.09375992989908775,0.010930025586828346,0.0860337570309639,0.024739583333333332,147.66857481002808
2,0.08191661493095782,0.032206029591723216,0.071324641443789,0.06822916666666666,150.99277639389038
3,0.07062709073572672,0.07295027255534542,0.06030609980225563,0.13828125,153.17387461662292
4,0.06022846411645499,0.1404494382022472,0.04911973215639591,0.23880208333333333,153.8218514919281
5,0.05112555577633232,0.2290577372343976,0.039182584111889206,0.3671875,155.23243927955627
6,0.04274191915664011,0.32709422627656026,0.03237561535400649,0.45703125,154.35348176956177
7,0.03523952004601579,0.42418511514072754,0.02637252911614875,0.5515625,154.59156441688538
8,0.029285604337893203,0.5151017910779842,0.021747887848565975,0.6255208333333333,155.74848985671997
9,0.024764486723951932,0.5820169095561242,0.019218513214339813,0.6651041666666667,158.07769799232483
10,0.021115068065694447,0.6398097674936033,0.016027130310734113,0.71796875,156.43956851959229
11,0.01843995167861885,0.6815830459450439,0.01504231932728241,0.73359375,157.1842806339264
12,0.016133858362789452,0.7189898765157414,0.0153456013261651,0.7239583333333334,155.91656398773193
13,0.01432466239735048,0.7482756702636556,0.0127910462130482,0.7700520833333333,156.04098081588745
14,0.012751066551442963,0.7736121926799422,0.012009570188820363,0.7802083333333333,156.55544757843018
15,0.011494933219438189,0.793386361108021,0.011640186654403806,0.7919270833333333,156.31125807762146
16,0.01031645784349937,0.8168316831683168,0.011081969412043691,0.8020833333333334,156.80807638168335
17,0.009252905249695105,0.8347146512404049,0.010518279147800059,0.8145833333333333,155.70573091506958
18,0.008427797247788202,0.8489820892201579,0.010371870272016774,0.8143229166666667,156.60343146324158
19,0.007637203818056365,0.8640282567582601,0.009817308300019553,0.8291666666666667,155.621515750885
20,0.006909831172682735,0.8755701412837913,0.009323138770802568,0.83046875,156.17698502540588
21,0.0063222643145034625,0.885359884303037,0.009438000231360396,0.8328125,156.72025537490845
22,0.005736505411526348,0.8978195572366225,0.00941958074302723,0.83125,156.56403017044067
23,0.0052004088218212926,0.9073589943263989,0.00877559845491002,0.8466145833333333,156.16715455055237
24,0.004750498242585913,0.914534430971187,0.009142321029988429,0.8395833333333333,154.77497363090515
25,0.004378607883694666,0.9234898208922016,0.008984278662440677,0.83828125,156.1262640953064
26,0.00405007669931558,0.9286071865613528,0.008715443852512788,0.8479166666666667,156.55620121955872
27,0.0036668135544301963,0.9395372121481811,0.009233327745459975,0.8447916666666667,157.9557876586914
28,0.0034699514100036124,0.9395372121481811,0.009100151946768165,0.84140625,156.00588607788086
29,0.003287441880571814,0.9428468127711648,0.008818257289628187,0.8484375,156.33714962005615
30,0.002938422743785977,0.9496050728668373,0.008378675056155771,0.8559895833333333,155.96469974517822
31,0.002745232712786194,0.9529146734898208,0.00850715635654827,0.8505208333333333,156.34202575683594
32,0.002460514483808649,0.9591445099566136,0.00864580600367238,0.8546875,157.62071013450623
33,0.002284415474349863,0.9628434753587718,0.008407373978601147,0.85390625,157.618266582489
34,0.0019881277098432837,0.9671542996996328,0.008382118617494902,0.8565104166666667,156.73576140403748
35,0.0020138935523416604,0.9677105350984536,0.008442784294796486,0.85703125,156.31814074516296
36,0.0019772676976362613,0.9679052174880409,0.008763517485931516,0.8497395833333333,156.86908626556396
37,0.0017865645634552298,0.9712148181110246,0.00861921691102907,0.8557291666666667,156.43575596809387
38,0.001662553551566738,0.9734953832461898,0.00841666377382353,0.8596354166666667,157.51551508903503
39,0.0014994290217219298,0.9761096896206475,0.008529488746232043,0.8565104166666667,155.93936491012573
