epochs,train loss,train acc,val loss,val acc,time(s)
0,0.09359834128935858,0.007648236733785738,0.08432762088874976,0.03567708333333333,133.84214544296265
1,0.05222578421160488,0.22655467793970407,0.03177648177370429,0.4703125,130.98713207244873
2,0.0229796900365546,0.597535877183224,0.01634268882529189,0.71015625,130.33127737045288
3,0.013961089562157632,0.7460785404383135,0.011381910873266558,0.79453125,137.3188648223877
4,0.010748392086410194,0.8015073979308043,0.011667332138555746,0.7877604166666666,132.58107042312622
5,0.008969536933677854,0.8334074980531762,0.009304649949384233,0.8416666666666667,133.2593858242035
6,0.007964749011878429,0.8514573367449104,0.008467667394628127,0.84921875,136.08631658554077
7,0.0071561092829721526,0.864667927466904,0.008021610552289834,0.8596354166666667,132.95008897781372
8,0.0064670370255751,0.8759316942930248,0.008296919528705378,0.84921875,133.69790291786194
9,0.005942508084302697,0.885359884303037,0.0072358133154921235,0.8625,132.343159198761
10,0.005761571365886953,0.8868339081099121,0.010217980710634341,0.82890625,130.62258172035217
11,0.005180163902645714,0.9008232283902547,0.027582418693539997,0.61875,133.3459029197693
12,0.005012125573991827,0.9040772054733563,0.037576662640397746,0.534375,131.8738307952881
13,0.0048591549604524425,0.9056346645900545,0.006457391850805531,0.8885416666666667,131.82510566711426
14,0.0045055472061480625,0.9124485482256091,0.00692938892946889,0.88046875,134.84302926063538
15,0.004290344618987766,0.915897207698298,0.019368009882358213,0.69921875,132.31047773361206
16,0.004165019541406926,0.9191511847813995,0.006375376437790692,0.8908854166666667,145.88379454612732
17,0.004035419211436437,0.9224329736344421,0.006858831021236256,0.88125,138.0022497177124
18,0.0038719362973924846,0.9251307153187229,0.00625663431128487,0.8924479166666667,130.14103817939758
19,0.0037560870083328058,0.9278284570030036,0.006738707463955507,0.8841145833333334,126.7317545413971
20,0.0037280938962414583,0.9271887862943597,0.006249336112523452,0.8942708333333333,132.98973608016968
21,0.0033922825688913767,0.9341417287796195,0.0064867618028074505,0.8856770833333333,137.89932346343994
22,0.003514757929006147,0.9316664812548671,0.00660392457114843,0.88671875,132.87885522842407
23,0.003314270684759766,0.9351429524974969,0.00588010415667668,0.8984375,132.99885821342468
24,0.0033182747693563915,0.9363110468350205,0.005718796735163778,0.8989583333333333,131.5087661743164
25,0.003283218029231274,0.935893870285905,0.005651413971402993,0.9033854166666667,131.54226756095886
26,0.0030018907308285076,0.9413449771943486,0.006383950216695666,0.8903645833333333,130.84768080711365
27,0.003118322869819348,0.9393147179886528,0.0099582123143288,0.82890625,131.28695797920227
28,0.003030680990185796,0.9409556124151741,0.005495029843101898,0.9072916666666667,130.01482152938843
29,0.0029055786112174003,0.9435421070196908,0.005253145096745963,0.9111979166666667,131.83956336975098
30,0.002857902509883827,0.9439870953387474,0.007560771311788509,0.8697916666666666,130.73407411575317
31,0.0028338887278993082,0.9443486483479808,0.005875140120042488,0.8989583333333333,130.23073840141296
32,0.0028409421038214522,0.9456001779953276,0.005549595173215493,0.9018229166666667,130.97916507720947
33,0.002818213860193612,0.94512737790633,0.0053869147610384974,0.9065104166666667,130.10119438171387
34,0.0026100706346378613,0.9485482256090778,0.0062287277464444435,0.8911458333333333,131.36778736114502
35,0.0027769219109763463,0.9468238958727333,0.006343400542391464,0.8919270833333334,129.76216053962708
36,0.002622557095731574,0.9506619201245967,0.005506024051768085,0.9005208333333333,131.6810073852539
37,0.002676443882400102,0.9490210256980754,0.006062838342040777,0.8947916666666667,130.74658179283142
38,0.0025120616202229306,0.9526921793302926,0.005813609489511388,0.89609375,129.9795298576355
39,0.0025347968661760425,0.9515797085326511,0.0058895368012599645,0.903125,130.15938472747803
