epochs,train loss,train acc,val loss,val acc,time(s)
0,0.08810555013218875,0.04283012570920013,0.06932090539485217,0.15234375,115.63414669036865
1,0.052723515582755696,0.2984759150072311,0.034283714927732946,0.5421875,114.1605293750763
2,0.02927799524700221,0.5870230281455112,0.018278442742303013,0.7455729166666667,112.75309348106384
3,0.017948512033926046,0.7360384914895984,0.012180795396367709,0.82421875,114.8108823299408
4,0.01268013884101114,0.8093225052842363,0.009082855509283642,0.8557291666666667,117.00007152557373
5,0.009493449343757352,0.855434419846479,0.007549275143537671,0.8791666666666667,117.88785672187805
6,0.007521669460454949,0.8843864723551007,0.006615793580810229,0.8940104166666667,121.72470092773438
7,0.006190046207209108,0.9022694404271888,0.006180625121730069,0.8963541666666667,114.76610326766968
8,0.005161632460768197,0.9192068083212815,0.005781517583333577,0.9,112.84751224517822
9,0.004449238582313332,0.9303871398375793,0.00553013842436485,0.9015625,116.76016497612
10,0.003675649830086609,0.9429024363110469,0.005298833444248885,0.9059895833333333,115.31950831413269
11,0.003156682089222281,0.9513294026031817,0.005156490282388404,0.9122395833333333,116.31934428215027
12,0.0027320231058740392,0.9587551451774391,0.004948648897698149,0.91484375,122.80317568778992
13,0.0023291607651872367,0.9651240404939371,0.004812750361937409,0.91875,116.69134449958801
14,0.0020874761827625746,0.9698242296139726,0.004705455275446487,0.9213541666666667,117.24866580963135
15,0.0018447994681700794,0.9731338302369563,0.004776612272447286,0.9203125,117.74058103561401
16,0.0016621684225371224,0.9766659250194683,0.004639625102087545,0.92109375,117.921945810318
17,0.0014261805745821195,0.9797808432528646,0.004551854778643853,0.9223958333333333,115.19229769706726
18,0.0012813115070575748,0.9819223495383246,0.004745236037221426,0.9203125,114.01679921150208
19,0.0012205398717366962,0.9826454555567916,0.0045581583661260085,0.9265625,116.20271182060242
20,0.0011000236234618235,0.9852875737011904,0.004580884809062506,0.9213541666666667,121.37229990959167
21,0.0010114369872182075,0.9851485148514851,0.004552487271818488,0.9221354166666667,119.43496751785278
22,0.0008864471529726391,0.9883746801646457,0.0043390927613169575,0.9276041666666667,115.27307295799255
23,0.0008600959600678709,0.987901880075648,0.00427922933595255,0.9307291666666667,114.41470623016357
24,0.0007717372970130273,0.989348092112582,0.004443004557591242,0.9268229166666667,115.56345701217651
25,0.0006823604714072763,0.9908499276893982,0.004421073096455075,0.9283854166666666,114.33759117126465
26,0.0006600958342048623,0.990738680609634,0.004421707323247878,0.9299479166666667,125.08991003036499
27,0.000594253805731748,0.9919345867170987,0.004337594206056868,0.92890625,117.41037893295288
28,0.0005826126904632875,0.9920180220269218,0.004650176873352999,0.92578125,117.49059772491455
29,0.0005370266013413531,0.992824563355212,0.004432118277569922,0.9291666666666667,118.12927722930908
30,0.0004948379635545204,0.9931304928245633,0.004343718573121199,0.92734375,119.23009610176086
31,0.0004593216121384897,0.9937701635332072,0.004506770297302865,0.9255208333333333,124.13903760910034
32,0.000435008397409795,0.9941595283123817,0.0045273535205827406,0.9263020833333333,118.43015098571777
33,0.00041654810297832024,0.9941039047724998,0.004358599301000746,0.9296875,115.71329402923584
34,0.00038294236304240305,0.9945488930915564,0.0044530972479454554,0.92890625,119.65620803833008
35,0.00034915935584859,0.9951885638002003,0.004197532827189813,0.9346354166666667,120.37809014320374
36,0.0003417344971645728,0.9952441873400824,0.0043453431581535066,0.9299479166666667,119.7073278427124
37,0.0003380468386919672,0.9952163755701413,0.0044567557895788925,0.92890625,120.21476697921753
38,0.00030365878822722703,0.99571698742908,0.0043990213899329925,0.9283854166666666,122.39128828048706
39,0.00026794697990209374,0.9963844699076649,0.00429261975417224,0.9330729166666667,117.99032187461853
